Referencia;Nº de cuenta;Importe;Moneda;Fecha valor;Concepto
OP-2026002944;ES4601820000950000000035;657,05;EUR;26/09/2026;Licencias de software
OP-2026002945;ES8521000000620000000083;934,52;EUR;21/09/2026;Mantenimiento
OP-2026002946;ES2800810000510000000241;714,22;EUR;20/09/2026;Nómina
OP-2026002947;ES6701280000130000000136;1.993.459,93;COP;23/09/2026;Alquiler
OP-2026002948;ES3021000000610000000055;653,79;EUR;27/09/2026;Viajes
OP-2026002949;ES0301820000920000000180;13.664,64;MXN;16/09/2026;Seguros
OP-2026002950;ES3101280000140000000056;1.024,42;EUR;16/09/2026;Viajes
OP-2026002951;ES4601280000170000000027;15.933,17;MXN;14/09/2026;Publicidad
OP-2026002952;ES7601820000920000000030;885,41;EUR;26/09/2026;Material de oficina
OP-2026002953;ES3921000000640000000231;1.217,48;EUR;14/09/2026;Proveedor
OP-2026002954;ES4721000000610000000040;729,24;EUR;25/09/2026;Formación
OP-2026002955;ES7001820000920000000138;673,11;EUR;16/09/2026;Alquiler
OP-2026002956;ES2401820000970000000139;949,86;EUR;26/09/2026;Seguros
OP-2026002957;ES3101280000110000000106;579,63;EUR;17/09/2026;Nómina
OP-2026002958;ES7801280000160000000179;754,79;EUR;23/09/2026;Viajes
OP-2026002959;ES8120850000180000000234;728,37;EUR;19/09/2026;Suministros
OP-2026002960;ES7600810000550000000151;1.118,46;EUR;20/09/2026;Licencias de software
OP-2026002961;ES8501820000980000000156;1.072,62;EUR;19/09/2026;Transporte
OP-2026002962;ES5001280000130000000248;1.064,82;USD;18/09/2026;Proveedor
OP-2026002963;ES3000810000570000000105;1.030,84;EUR;13/09/2026;Alquiler
OP-2026002964;ES9821000000680000000137;897,09;EUR;13/09/2026;Proveedor
OP-2026002965;ES3820850000150000000185;15.946,59;MXN;26/09/2026;Alquiler
OP-2026002966;ES3600810000530000000193;1.646,84;USD;18/09/2026;Suministros
OP-2026002967;ES3021000000610000000055;643,13;EUR;22/09/2026;Seguros
OP-2026002968;ES0201820000900000000199;749,48;EUR;14/09/2026;Alquiler
OP-2026002969;ES8001280000130000000096;829,64;EUR;19/09/2026;Seguros
OP-2026002970;ES6901280000100000000150;3.685.258,18;COP;14/09/2026;Servicios profesionales
OP-2026002971;ES8620850000160000000145;721,41;EUR;25/09/2026;Formación
OP-2026002972;ES6000810000540000000100;1.013,69;USD;22/09/2026;Suministros
OP-2026002973;ES6600810000500000000091;19.238,01;MXN;22/09/2026;Servicios profesionales
OP-2026002974;ES5801280000190000000101;1.068,19;EUR;15/09/2026;Publicidad
OP-2026002975;ES6101820000980000000103;908,99;USD;20/09/2026;Seguros
OP-2026002976;ES1820850000180000000010;941,05;EUR;24/09/2026;Nómina
OP-2026002977;ES8501820000950000000206;357,62;EUR;21/09/2026;Licencias de software
OP-2026002978;ES7401280000170000000202;965,45;USD;24/09/2026;Viajes
OP-2026002979;ES6920850000110000000211;340,58;EUR;15/09/2026;Comisiones
OP-2026002980;ES4500810000510000000032;25.815,13;MXN;24/09/2026;Mantenimiento
OP-2026002981;ES4621000000680000000200;1.287,90;EUR;14/09/2026;Nómina
OP-2026002982;ES2520850000180000000078;959,38;EUR;25/09/2026;Mantenimiento
OP-2026002983;ES7520850000130000000102;867,54;EUR;20/09/2026;Viajes
OP-2026002984;ES5801280000190000000101;1.655,62;USD;18/09/2026;Formación
OP-2026002985;ES5100810000560000000067;1.037,35;EUR;20/09/2026;Viajes
OP-2026002986;ES7900810000560000000048;598,60;EUR;24/09/2026;Material de oficina
OP-2026002987;ES3820850000150000000185;715,44;EUR;25/09/2026;Alquiler
OP-2026002988;ES9201820000900000000034;1.055,99;EUR;19/09/2026;Servicios profesionales
OP-2026002989;ES7320850000190000000038;677,40;EUR;17/09/2026;Nómina
OP-2026002990;ES9600490000020000000007;963,34;EUR;17/09/2026;Seguros
OP-2026002991;ES7501820000900000000146;5.144,21;MXN;14/09/2026;Viajes
OP-2026002992;ES8120850000180000000234;3.697.931,94;COP;18/09/2026;Formación
OP-2026002993;ES7920850000120000000176;11.930,17;MXN;23/09/2026;Publicidad
OP-2026002994;ES3101280000110000000106;664,83;EUR;22/09/2026;Material de oficina
OP-2026002995;ES9601280000110000000197;755,60;EUR;18/09/2026;Mantenimiento
OP-2026002996;ES7400490000070000000158;989,16;USD;24/09/2026;Servicios profesionales
OP-2026002997;ES1420850000150000000132;1.207,73;EUR;15/09/2026;Servicios profesionales
OP-2026002998;ES6701280000130000000039;1.061,39;EUR;13/09/2026;Nómina
OP-2026002999;ES9620850000120000000064;16.686,35;MXN;23/09/2026;Seguros
OP-2026003000;ES7401280000170000000202;479,60;EUR;26/09/2026;Servicios profesionales
OP-2026003001;ES1000810000590000000076;3.082.134,99;COP;23/09/2026;Transporte
OP-2026003002;ES7900810000560000000048;779,13;EUR;23/09/2026;Servicios profesionales
OP-2026003003;ES4220850000180000000063;1.009,52;USD;25/09/2026;Material de oficina
OP-2026003004;ES9001820000930000000117;1.068,13;EUR;20/09/2026;Seguros
OP-2026003005;ES8100810000530000000062;705,73;EUR;21/09/2026;Licencias de software
OP-2026003006;ES3700490000010000000148;273,07;EUR;14/09/2026;Transporte
OP-2026003007;ES9120850000140000000250;725,45;EUR;25/09/2026;Suministros
OP-2026003008;ES2800810000510000000241;623,28;EUR;13/09/2026;Publicidad
OP-2026003009;ES5401280000160000000029;484,85;EUR;23/09/2026;Nómina
OP-2026003010;ES4601820000950000000035;799,52;EUR;16/09/2026;Alquiler
OP-2026003011;ES3221000000600000000165;516,95;EUR;17/09/2026;Proveedor
OP-2026003012;ES3720850000170000000008;1.027,46;EUR;21/09/2026;Suministros
OP-2026003013;ES8001280000130000000096;329,18;EUR;16/09/2026;Viajes
OP-2026003014;ES0700490000010000000203;1.030,48;EUR;16/09/2026;Suministros
OP-2026003015;ES0220850000100000000108;717,18;EUR;24/09/2026;Alquiler
OP-2026003016;ES6300490000040000000115;525,41;EUR;15/09/2026;Suministros
OP-2026003017;ES7401280000170000000202;758,69;EUR;23/09/2026;Alquiler
OP-2026003018;ES7701820000960000000107;5.192.446,33;COP;19/09/2026;Licencias de software
OP-2026003019;ES7600810000550000000151;777,31;USD;27/09/2026;Nómina
OP-2026003020;ES6520850000110000000089;565,25;EUR;14/09/2026;Publicidad
OP-2026003021;ES8901280000110000000129;760,07;EUR;17/09/2026;Suministros
OP-2026003022;ES4601280000170000000027;760,64;EUR;15/09/2026;Suministros
OP-2026003023;ES8521000000620000000083;13.859,69;MXN;20/09/2026;Servicios profesionales
OP-2026003024;ES5900810000550000000166;1.290,62;EUR;27/09/2026;Servicios profesionales
OP-2026003025;ES7620850000110000000085;813,03;EUR;16/09/2026;Alquiler
OP-2026003026;ES7521000000660000000164;17.269,83;MXN;24/09/2026;Transporte
OP-2026003027;ES6001820000960000000219;1.353,27;EUR;14/09/2026;Nómina
OP-2026003028;ES3421000000690000000173;746,84;USD;21/09/2026;Publicidad
OP-2026003029;ES6500810000520000000011;929,47;EUR;24/09/2026;Publicidad
OP-2026003030;ES3700490000010000000148;1.044,72;USD;25/09/2026;Nómina
OP-2026003031;ES9621000000620000000079;807,52;EUR;24/09/2026;Formación
OP-2026003032;ES8700810000550000000147;750,66;EUR;16/09/2026;Publicidad
OP-2026003033;ES6520850000110000000089;18.418,07;MXN;19/09/2026;Material de oficina
OP-2026003034;ES7521000000660000000164;1.012,63;USD;15/09/2026;Nómina
OP-2026003035;ES3400810000530000000229;393,45;EUR;16/09/2026;Nómina
OP-2026003036;ES3500810000580000000160;450,61;EUR;26/09/2026;Seguros
OP-2026003037;ES3101280000140000000056;1.112,32;USD;14/09/2026;Viajes
OP-2026003038;ES7500810000510000000074;1.016,25;USD;22/09/2026;Material de oficina
OP-2026003039;ES1420850000150000000132;11.276,63;MXN;26/09/2026;Proveedor
OP-2026003040;ES3621000000630000000043;794,84;EUR;15/09/2026;Formación
OP-2026003041;ES6920850000110000000211;635,61;EUR;22/09/2026;Alquiler
OP-2026003042;ES9301280000190000000247;552,12;EUR;26/09/2026;Nómina
OP-2026003043;ES8600810000510000000070;799,56;USD;18/09/2026;Seguros
OP-2026003044;ES5600490000000000000049;2.212.916,85;COP;14/09/2026;Viajes
OP-2026003045;ES4201280000170000000099;1.302,94;USD;20/09/2026;Viajes
OP-2026003046;ES8121000000680000000249;855,49;EUR;26/09/2026;Formación
OP-2026003047;ES3601820000990000000116;684,23;EUR;15/09/2026;Seguros
OP-2026003048;ES6300490000040000000018;1.167,24;USD;13/09/2026;Nómina
OP-2026003049;ES8100810000530000000062;592,65;EUR;23/09/2026;Suministros
OP-2026003050;ES7320850000190000000135;691,92;EUR;26/09/2026;Seguros
OP-2026003051;ES6400490000020000000195;750,39;USD;18/09/2026;Material de oficina
OP-2026003052;ES0500490000070000000236;672,45;EUR;24/09/2026;Formación
OP-2026003053;ES8401280000130000000121;1.033,36;EUR;14/09/2026;Material de oficina
OP-2026003054;ES7300810000540000000060;726,98;EUR;26/09/2026;Viajes
OP-2026003055;ES3520850000140000000191;475,86;EUR;15/09/2026;Formación
OP-2026003056;ES4601820000950000000035;565,36;EUR;15/09/2026;Comisiones
OP-2026003057;ES6320850000140000000075;969,33;EUR;15/09/2026;Viajes
OP-2026003058;ES7101280000160000000111;836,77;EUR;19/09/2026;Servicios profesionales
OP-2026003059;ES4800810000520000000123;782,00;EUR;23/09/2026;Licencias de software
OP-2026003060;ES1500810000540000000134;1.293,87;EUR;21/09/2026;Seguros
OP-2026003061;ES4600810000580000000059;2.924.411,67;COP;17/09/2026;Seguros
OP-2026003062;ES4201280000170000000099;16.423,43;MXN;15/09/2026;Alquiler
OP-2026003063;ES9420850000180000000194;1.040,78;USD;13/09/2026;Servicios profesionales
OP-2026003064;ES9101280000130000000189;745,20;EUR;27/09/2026;Viajes
OP-2026003065;ES5401280000160000000029;575,56;EUR;27/09/2026;Material de oficina
OP-2026003066;ES1820850000180000000010;434,86;EUR;23/09/2026;Publicidad
OP-2026003067;ES7620850000110000000085;1.224,36;EUR;16/09/2026;Licencias de software
OP-2026003068;ES9420850000180000000194;1.121,69;EUR;20/09/2026;Mantenimiento
OP-2026003069;ES1501280000130000000005;1.160,02;EUR;20/09/2026;Alquiler
OP-2026003070;ES1420850000150000000132;977,37;USD;21/09/2026;Nómina
OP-2026003071;ES3120850000150000000020;3.447.219,32;COP;24/09/2026;Transporte
OP-2026003072;ES4621000000680000000006;648,85;EUR;13/09/2026;Suministros
OP-2026003073;ES1200810000560000000090;1.102,68;EUR;19/09/2026;Material de oficina
OP-2026003074;ES0500490000070000000236;706,07;EUR;27/09/2026;Material de oficina
OP-2026003075;ES1800810000550000000225;803,20;USD;17/09/2026;Nómina
OP-2026003076;ES9320850000110000000167;13.279,10;MXN;16/09/2026;Proveedor
OP-2026003077;ES6600810000590000000232;833,18;EUR;15/09/2026;Proveedor
OP-2026003078;ES9201820000900000000034;4.531.151,97;COP;14/09/2026;Material de oficina
OP-2026003079;ES2720850000120000000045;11.671,59;MXN;14/09/2026;Publicidad
OP-2026003080;ES1200810000530000000140;918,43;EUR;14/09/2026;Alquiler
OP-2026003081;ES5621000000640000000022;886,74;EUR;17/09/2026;Transporte
OP-2026003082;ES5001280000130000000248;4.727.077,84;COP;27/09/2026;Seguros
OP-2026003083;ES2620850000170000000012;1.021,85;EUR;22/09/2026;Licencias de software
OP-2026003084;ES9201820000900000000034;13.232,50;MXN;18/09/2026;Transporte
OP-2026003085;ES4621000000680000000006;12.372,89;MXN;15/09/2026;Seguros
OP-2026003086;ES2300810000530000000233;684,79;EUR;22/09/2026;Publicidad
OP-2026003087;ES2101820000910000000002;1.011,78;EUR;26/09/2026;Formación
OP-2026003088;ES6920850000110000000211;1.096,82;EUR;26/09/2026;Formación
OP-2026003089;ES9821000000680000000137;2.659.512,51;COP;14/09/2026;Proveedor
OP-2026003090;ES0201820000900000000199;1.130,00;EUR;13/09/2026;Seguros
OP-2026003091;ES2421000000610000000066;629,82;EUR;13/09/2026;Nómina
OP-2026003092;ES1820850000180000000010;598,52;EUR;20/09/2026;Licencias de software
OP-2026003093;ES6720850000140000000003;10.343,98;MXN;27/09/2026;Comisiones
OP-2026003094;ES9321000000610000000182;1.085,66;USD;18/09/2026;Suministros
OP-2026003095;ES6300490000040000000212;3.632.067,89;COP;22/09/2026;Mantenimiento
OP-2026003096;ES2300810000530000000233;936,81;USD;13/09/2026;Formación
OP-2026003097;ES1801820000950000000054;992,35;EUR;23/09/2026;Publicidad
OP-2026003098;ES8600810000510000000070;976,01;EUR;19/09/2026;Proveedor
OP-2026003099;ES4400810000520000000098;1.221,61;EUR;14/09/2026;Transporte
OP-2026003100;ES3500490000070000000181;716,16;EUR;15/09/2026;Suministros
OP-2026003101;ES2720850000120000000045;6.680.189,66;COP;24/09/2026;Proveedor
OP-2026003102;ES9100490000070000000240;895,19;USD;20/09/2026;Suministros
OP-2026003103;ES5901280000140000000037;935,61;USD;22/09/2026;Viajes
OP-2026003104;ES7621000000650000000001;878,36;EUR;17/09/2026;Nómina
OP-2026003105;ES8700810000550000000147;1.101,83;EUR;25/09/2026;Servicios profesionales
OP-2026003106;ES0800810000590000000209;17.949,32;MXN;27/09/2026;Viajes
OP-2026003107;ES7201280000110000000144;750,74;EUR;15/09/2026;Formación
OP-2026003108;ES8020850000110000000207;549,16;EUR;24/09/2026;Nómina
OP-2026003109;ES7101280000160000000014;812,31;EUR;17/09/2026;Material de oficina
OP-2026003110;ES7400490000070000000158;4.823.140,08;COP;18/09/2026;Servicios profesionales
OP-2026003111;ES8700810000550000000147;608,81;EUR;17/09/2026;Comisiones
OP-2026003112;ES6701820000910000000047;830,68;EUR;23/09/2026;Comisiones
OP-2026003113;ES8400490000000000000127;952,68;EUR;22/09/2026;Comisiones
OP-2026003114;ES2121000000690000000019;903,43;EUR;19/09/2026;Material de oficina
OP-2026003115;ES7101280000160000000111;995,33;USD;26/09/2026;Viajes
OP-2026003116;ES9601280000110000000197;586,16;USD;14/09/2026;Nómina
OP-2026003117;ES0420850000100000000072;3.707.478,89;COP;23/09/2026;Material de oficina
OP-2026003118;ES7920850000120000000176;1.207,33;EUR;13/09/2026;Nómina
OP-2026003119;ES9601280000110000000197;818,26;EUR;17/09/2026;Seguros
OP-2026003120;ES7501820000900000000146;19.691,10;MXN;19/09/2026;Formación
OP-2026003121;ES8600810000510000000070;21.213,91;MXN;24/09/2026;Transporte
OP-2026003122;ES8620850000160000000242;672,32;USD;19/09/2026;Viajes
OP-2026003123;ES3421000000690000000173;423,63;EUR;25/09/2026;Viajes
OP-2026003124;ES9120850000110000000009;685,28;EUR;25/09/2026;Seguros
OP-2026003125;ES4221000000680000000175;839,06;EUR;13/09/2026;Licencias de software
OP-2026003126;ES7521000000610000000021;13.687,28;MXN;17/09/2026;Seguros
OP-2026003127;ES6201820000960000000183;520,91;EUR;18/09/2026;Nómina
OP-2026003128;ES3401820000930000000058;435,17;EUR;22/09/2026;Seguros
OP-2026003129;ES1500810000540000000134;17.391,19;MXN;14/09/2026;Servicios profesionales
OP-2026003130;ES8121000000680000000249;967,08;USD;16/09/2026;Mantenimiento
OP-2026003131;ES2700490000080000000082;608,15;EUR;15/09/2026;Nómina
OP-2026003132;ES1820850000180000000010;818,96;EUR;24/09/2026;Licencias de software
OP-2026003133;ES3401280000180000000097;1.177,85;EUR;21/09/2026;Seguros
OP-2026003134;ES2420850000110000000245;1.165,83;EUR;19/09/2026;Seguros
OP-2026003135;ES4721000000610000000040;731,06;USD;13/09/2026;Formación
OP-2026003136;ES7001820000920000000138;1.015,07;EUR;23/09/2026;Servicios profesionales
OP-2026003137;ES2120850000190000000004;926,37;EUR;15/09/2026;Comisiones
OP-2026003138;ES3621000000630000000043;657,21;USD;24/09/2026;Transporte
OP-2026003139;ES9120850000140000000250;706,95;EUR;19/09/2026;Servicios profesionales
OP-2026003140;ES6600810000590000000232;1.124,01;EUR;27/09/2026;Material de oficina
OP-2026003141;ES8401820000910000000226;5.250.367,84;COP;18/09/2026;Publicidad
OP-2026003142;ES8321000000620000000119;616,79;EUR;24/09/2026;Nómina
OP-2026003143;ES9100810000580000000025;1.216,14;EUR;13/09/2026;Nómina
OP-2026003144;ES9001820000930000000117;1.016,35;EUR;17/09/2026;Viajes
OP-2026003145;ES8501820000950000000206;3.458.839,25;COP;13/09/2026;Licencias de software
OP-2026003146;ES9201820000900000000034;913,51;EUR;26/09/2026;Nómina
OP-2026003147;ES6101820000980000000103;1.023,03;USD;25/09/2026;Transporte
OP-2026003148;ES7101280000160000000111;244,41;EUR;22/09/2026;Alquiler
OP-2026003149;ES7521000000630000000214;804,57;USD;19/09/2026;Proveedor
OP-2026003150;ES5001280000130000000248;642,19;EUR;14/09/2026;Servicios profesionales
OP-2026003151;ES3721000000670000000217;22.546,67;MXN;14/09/2026;Servicios profesionales
OP-2026003152;ES0500490000070000000236;874,42;USD;24/09/2026;Publicidad
OP-2026003153;ES4300810000570000000162;579,83;EUR;20/09/2026;Alquiler
OP-2026003154;ES4621000000680000000200;1.170,46;USD;20/09/2026;Seguros
OP-2026003155;ES8901280000110000000129;908,68;EUR;14/09/2026;Viajes
OP-2026003156;ES9201280000120000000220;594,41;EUR;26/09/2026;Transporte
OP-2026003157;ES9620850000120000000064;2.508.176,91;COP;20/09/2026;Material de oficina
OP-2026003158;ES9600810000560000000130;832,69;USD;22/09/2026;Transporte
OP-2026003159;ES7020850000180000000044;1.165,05;EUR;18/09/2026;Mantenimiento
OP-2026003160;ES5401280000160000000029;887,58;EUR;17/09/2026;Material de oficina
OP-2026003161;ES2421000000610000000163;607,81;EUR;15/09/2026;Nómina
OP-2026003162;ES3400810000510000000036;925,26;USD;14/09/2026;Publicidad
OP-2026003163;ES5520850000150000000170;1.067,24;USD;14/09/2026;Comisiones
OP-2026003164;ES4400810000520000000098;474,62;EUR;18/09/2026;Material de oficina
OP-2026003165;ES8901280000110000000129;1.016,68;USD;27/09/2026;Suministros
OP-2026003166;ES6700490000010000000190;745,92;EUR;26/09/2026;Servicios profesionales
OP-2026003167;ES0621000000690000000095;832,25;EUR;17/09/2026;Nómina
OP-2026003168;ES7801280000160000000179;659,55;EUR;25/09/2026;Proveedor
OP-2026003169;ES4801280000140000000041;708,48;EUR;13/09/2026;Mantenimiento
OP-2026003170;ES7801280000160000000179;615,97;EUR;18/09/2026;Viajes
OP-2026003171;ES4500810000510000000032;776,02;EUR;13/09/2026;Servicios profesionales
OP-2026003172;ES1501280000130000000005;1.130,04;EUR;24/09/2026;Viajes
OP-2026003173;ES0220850000100000000108;490,33;EUR;17/09/2026;Mantenimiento
OP-2026003174;ES3600810000530000000193;1.419,48;EUR;19/09/2026;Material de oficina
OP-2026003175;ES6920850000110000000211;803,96;EUR;15/09/2026;Nómina
OP-2026003176;ES6001820000960000000219;13.287,45;MXN;14/09/2026;Proveedor
OP-2026003177;ES9301280000190000000247;885,12;USD;21/09/2026;Nómina
OP-2026003178;ES7501820000900000000243;639,68;EUR;16/09/2026;Suministros
OP-2026003179;ES6600810000590000000232;1.243,02;EUR;23/09/2026;Suministros
OP-2026003180;ES3421000000690000000173;782,13;EUR;23/09/2026;Alquiler
OP-2026003181;ES7601820000920000000030;817,04;EUR;19/09/2026;Nómina
OP-2026003182;ES8620850000160000000242;561,61;EUR;15/09/2026;Suministros
OP-2026003183;ES1901820000990000000228;929,07;EUR;16/09/2026;Licencias de software
OP-2026003184;ES7701820000960000000107;1.082,22;USD;21/09/2026;Formación
OP-2026003185;ES2421000000610000000163;1.108,35;USD;26/09/2026;Comisiones
OP-2026003186;ES4221000000680000000175;1.075,95;EUR;15/09/2026;Servicios profesionales
OP-2026003187;ES6501820000970000000177;12.086,37;MXN;23/09/2026;Suministros
OP-2026003188;ES7900810000560000000048;693,31;USD;23/09/2026;Viajes
OP-2026003189;ES9201280000120000000220;725,43;EUR;24/09/2026;Viajes
OP-2026003190;ES3400810000510000000036;756,06;EUR;17/09/2026;Suministros
OP-2026003191;ES4600810000580000000059;1.099,75;USD;20/09/2026;Material de oficina
OP-2026003192;ES1501280000160000000052;1.024,70;EUR;18/09/2026;Proveedor
OP-2026003193;ES6901280000100000000150;1.153,43;EUR;17/09/2026;Formación
OP-2026003194;ES4721000000610000000040;770,45;USD;14/09/2026;Transporte
OP-2026003195;ES7221000000620000000026;852,54;EUR;22/09/2026;Viajes
OP-2026003196;ES2701280000110000000178;4.076.057,03;COP;17/09/2026;Mantenimiento
OP-2026003197;ES0920850000170000000124;17.049,51;MXN;14/09/2026;Material de oficina
OP-2026003198;ES9401820000990000000042;668,54;EUR;23/09/2026;Formación
OP-2026003199;ES2300810000530000000233;667,36;EUR;27/09/2026;Transporte
OP-2026003200;ES6600810000500000000091;816,60;EUR;20/09/2026;Alquiler
